x0,y0,ODIL_loss
0.8,0.55,0.0003036762195818422
0.8,0.6,0.00029570705819698817
0.8,0.65,0.00029613310258239794
0.8,0.7,0.00029134936789243125
0.8,0.75,0.0002885761413186337
0.8,0.8,0.0003073469909818769
0.8,0.85,0.0003802270917670449
0.8,0.9,0.000547057674220668
0.8,0.95,0.00038074091080299923
0.85,0.05,0.0002779649426718681
0.85,0.1,0.0002702664696938839
0.85,0.15,0.00023790629116281908
0.85,0.2,0.00026253688317286997
0.85,0.25,0.00029246001500206917
0.85,0.3,0.00030153547440000216
0.85,0.35,0.0003103901867062698
0.85,0.4,0.00032386008148038194
0.85,0.45,0.00032496834466870256
0.85,0.5,0.00031544988539744854
0.85,0.55,0.0003059109604856735
0.85,0.6,0.0002957867650266143
0.85,0.65,0.0002880184136693287
0.85,0.7,0.0002869485292269359
0.85,0.75,0.00028057353181867205
0.85,0.8,0.0002736955465721997
0.85,0.85,0.00029204193019468814
0.85,0.9,0.00030716674150942335
0.85,0.95,0.00028270198730886645
0.9,0.05,0.0002835880708413657
0.9,0.1,0.00028584835266544053
0.9,0.15,0.0002790919968312503
0.9,0.2,0.0002812040208778006
0.9,0.25,0.0003206407385258977
0.9,0.3,0.00033281518489840055
0.9,0.35,0.00033295515383879057
0.9,0.4,0.0003258274510271143
0.9,0.45,0.0003241641164020011
0.9,0.5,0.0003275402089651974
0.9,0.55,0.0002975551770855418
0.9,0.6,0.00028535308848545916
0.9,0.65,0.0002831594799241881
0.9,0.7,0.0002845248808635648
0.9,0.75,0.00027912206127845
0.9,0.8,0.0002737637992818071
0.9,0.85,0.0002715038178337692
0.9,0.9,0.0002663841284135089
0.9,0.95,0.00027477012206709
0.95,0.05,0.0002862805676316404
0.95,0.1,0.0002901136528175314
0.95,0.15,0.00029046723748240563
0.95,0.2,0.0002793935627487356
0.95,0.25,0.0003253454663250106
0.95,0.3,0.0003388454861113443
0.95,0.35,0.0003297896724530569
0.95,0.4,0.0003037526179530442
0.95,0.45,0.0002946441715394421
0.95,0.5,0.0003160382117847532
0.95,0.55,0.0003252189501677976
0.95,0.6,0.0003203772990213048
0.95,0.65,0.00028337497846015565
0.95,0.7,0.0002820393984544462
0.95,0.75,0.00027730880415085347
0.95,0.8,0.0002720040084951129
0.95,0.85,0.00027221501947032815
0.95,0.9,0.0002693141863925469
0.95,0.95,0.0002724087209726802
