2.6693408203124999e-03 5.7660430676669002e-09
2.8877162170410156e-03 5.6809714056150580e-09
3.1383125000000000e-03 5.6347707131108518e-09
3.3804374999999998e-03 5.6281859098918283e-09
3.6225624999999995e-03 5.6274599232589158e-09
3.8646874999999996e-03 5.5545739990697624e-09
4.1068124999999985e-03 5.4730686157789681e-09
4.3489375000000004e-03 5.4495230151350967e-09
4.5910624999999997e-03 5.4067763084954789e-09
4.8331874999999998e-03 5.3441054471227501e-09
5.0753124999999991e-03 5.3580728554181877e-09
5.3174374999999992e-03 5.3325193663844589e-09
5.5595624999999994e-03 5.3709055831668624e-09
5.8016874999999996e-03 5.3351167924807193e-09
6.0438125000000006e-03 5.3381986449093734e-09
6.2859374999999999e-03 5.3397178633399372e-09
6.5280624999999991e-03 5.3866961188655459e-09
6.7701874999999993e-03 5.3560672520582008e-09
7.0123124999999977e-03 5.4417424884285016e-09
7.2544374999999987e-03 5.4531111648963250e-09
7.4965624999999989e-03 5.4173961480316918e-09
7.7386874999999973e-03 5.5076701702313417e-09
7.9808124999999983e-03 5.5992868106959050e-09
8.2229374999999993e-03 5.6378359174647403e-09
8.4650624999999969e-03 5.7026093327505035e-09
8.7071874999999962e-03 5.7011873913058249e-09
8.9493124999999989e-03 5.7640074324857652e-09
9.1914375000000000e-03 5.7654117465571638e-09
9.4335624999999975e-03 5.8538854916522667e-09
9.6756875000000003e-03 5.9483009672744699e-09
9.9178124999999978e-03 6.0501036180328272e-09
1.0159937499999999e-02 6.0433634327826582e-09
1.0402062500000002e-02 6.1341770484644135e-09
1.0644187499999999e-02 6.1295932785456385e-09
1.0886312499999998e-02 6.2400124505100915e-09
1.1128437499999998e-02 6.3456748431513424e-09
1.1370562500000000e-02 6.3344409834458360e-09
1.1612687500000000e-02 6.4609931191565991e-09
1.1854812499999997e-02 6.5743527981306171e-09
1.2096937500000000e-02 6.6524472846915108e-09
1.2339062499999998e-02 6.6266714948947363e-09
1.2581187499999997e-02 6.7071489411769694e-09
1.2823312500000001e-02 6.7682858946413999e-09
1.3065437499999999e-02 6.8423260853476294e-09
1.3307562499999998e-02 6.9616529566101541e-09
1.3549687500000001e-02 6.9723495078634246e-09
1.3791812499999999e-02 6.9441476692106220e-09
1.4033937500000000e-02 7.0484938846468809e-09
1.4276062499999999e-02 7.1301543235359829e-09
1.4518187499999998e-02 7.2269057525507757e-09
1.4760312500000001e-02 7.3580645084790127e-09
1.5002437499999998e-02 7.3336375391710841e-09
1.5244562499999998e-02 7.4307715474726461e-09
1.5486687500000000e-02 7.4930993279320694e-09
1.5728812499999995e-02 7.5684929091868849e-09
1.5970937499999994e-02 7.6818029703694448e-09
1.6213062500000000e-02 7.6301991615217286e-09
1.6455187500000003e-02 7.7171060289918413e-09
1.6697312499999992e-02 7.6908458128626731e-09
1.6939437499999998e-02 7.8703688581489562e-09
1.7181562500000001e-02 7.8612235157444269e-09
1.7423687499999993e-02 7.9794894802816987e-09
1.7665812499999999e-02 8.0415234711864360e-09
1.7907937499999999e-02 8.0527259933394422e-09
1.8150062499999998e-02 7.9861350000086899e-09
1.8392187499999997e-02 7.9962831440932135e-09
1.8634312500000000e-02 8.0822720824213514e-09
1.8876437499999996e-02 8.1442205479223920e-09
1.9118562499999991e-02 8.1981792432673339e-09
1.9360687499999998e-02 8.2016002594152298e-09
1.9602812499999994e-02 8.2537537811630476e-09
1.9844937499999996e-02 8.1898101581528517e-09
2.0087062499999996e-02 8.2114200120641825e-09
2.0329187499999995e-02 8.0113238635617713e-09
2.0571312499999998e-02 8.0772698256035694e-09
2.0813437499999997e-02 8.1102401951617594e-09
2.1055562499999996e-02 7.9371961888548115e-09
2.1297687499999995e-02 7.8532167710807241e-09
2.1539812499999998e-02 7.8337737783516212e-09
2.1781937499999994e-02 7.7332611901711730e-09
2.2024062499999997e-02 7.6646894023761604e-09
2.2266187499999996e-02 7.6775273530502517e-09
2.2508312499999995e-02 7.5944573771643361e-09
2.2750437499999988e-02 7.5551254844486827e-09
2.2992562499999997e-02 7.4433098328009575e-09
2.3234687499999997e-02 7.4054912827247732e-09
2.3476812499999992e-02 7.3002643514901352e-09
2.3718937499999992e-02 7.1721055133480781e-09
2.3961062499999995e-02 7.0964148782101918e-09
2.4203187499999997e-02 6.9908197307336806e-09
2.4445312499999993e-02 6.8960268987501248e-09
2.4687437499999996e-02 6.7676878696811947e-09
2.4929562499999995e-02 6.6489466189310110e-09
2.5171687499999991e-02 6.6390354650872670e-09
2.5413812500000001e-02 6.4785623873924845e-09
2.5655937499999993e-02 6.4503788289786406e-09
2.5898062499999992e-02 6.2353052889783484e-09
2.6140187499999995e-02 6.1320310789838535e-09
2.6382312499999998e-02 5.9887564418203774e-09
2.6624437499999990e-02 5.9801046658677196e-09
2.6866562499999993e-02 5.8346409700889947e-09
2.7108687499999989e-02 5.7127378908647145e-09
2.7350812499999998e-02 5.5714185864040907e-09
2.7592937499999998e-02 5.3820202948863021e-09
2.7835062500000000e-02 5.3027519558380206e-09
2.8077187499999996e-02 5.1971218800477834e-09
2.8319312499999992e-02 5.0606892751801000e-09
2.8561437499999991e-02 4.9723856015938764e-09
2.8803562499999998e-02 4.8331570994640992e-09
2.9045687499999997e-02 4.7216917102521272e-09
2.9287812500000000e-02 4.5771387620929287e-09
2.9529937499999995e-02 4.5078377233366189e-09
2.9772062500000002e-02 4.4114662621458853e-09
3.0014187499999997e-02 4.2878343946086992e-09
3.0256312499999997e-02 4.1785890751316357e-09
3.0498437499999996e-02 4.0651552959032683e-09
3.0740562499999995e-02 4.0154134599665827e-09
3.0982687499999995e-02 3.8992030430135971e-09
3.1224812499999994e-02 3.7951773846247842e-09
3.1466937500000000e-02 3.7672699883923440e-09
3.1709062500000003e-02 3.6788644677604967e-09
3.1951187499999999e-02 3.6014483086380892e-09
3.2193312499999988e-02 3.5233479462861022e-09
3.2435437499999990e-02 3.4401865692053955e-09
3.2677562499999986e-02 3.4062310253404916e-09
3.2919687499999996e-02 3.3134924352098670e-09
3.3170283782958984e-02 3.2514558328424210e-09
3.3388659179687495e-02 3.1680261279684339e-09
