t,bead0x,bead0y,bead0z,bead1x,bead1y,bead1z,omega0,omega1,omega2,omega3,omega4,policy,input0,input1,rot
57.1208,0.665681,0.588127,0.47664,0.671354,0.380529,0.485862,-0.992677,0.121876,0.964512,0.909126,0.965931,3,0,1,2
57.4193,0.663794,0.599707,0.463508,0.673294,0.389156,0.492714,-0.993483,0.439622,0.978477,0.820564,0.998347,3,0,1,2
57.7159,0.662254,0.605163,0.463746,0.676099,0.39516,0.49314,-0.992226,0.47132,0.974715,0.805485,0.998684,3,0,1,2
58.0127,0.658984,0.616046,0.46488,0.677187,0.404919,0.48611,-0.994722,0.482603,0.968503,0.938685,0.996235,3,0,1,2
58.3132,0.65571,0.626904,0.466078,0.681275,0.414675,0.472011,-0.988455,0.404363,0.992022,0.999007,-0.85527,3,0,1,2
58.6065,0.653693,0.638792,0.452971,0.683998,0.426723,0.479303,-0.950969,0.961329,0.996028,0.998584,0.914561,3,0,1,2
58.9035,0.657754,0.643636,0.454873,0.685232,0.430659,0.465252,-0.570982,0.960244,0.999194,0.999638,0.463742,3,0,1,2
59.1976,0.656633,0.650305,0.471397,0.690129,0.444311,0.451881,-0.163115,-0.0445292,0.987321,0.999903,-0.999684,3,0,1,2
59.4642,0.659666,0.658827,0.467116,0.687922,0.452961,0.44495,0.736457,0.570272,0.994135,0.999919,-0.998163,3,0,1,2
59.7628,0.659966,0.659404,0.474897,0.689931,0.455522,0.445404,0.480399,0.0914987,0.987688,0.999917,-0.999606,3,0,1,2
60.0631,0.661036,0.65839,0.47537,0.687544,0.449998,0.42987,0.70274,0.165401,0.991559,0.999927,-0.99945,3,0,1,2
60.3551,0.663079,0.653647,0.482022,0.683269,0.443314,0.421435,0.45357,-0.0972118,0.991496,0.999917,-0.999567,3,0,1,2
60.6526,0.667513,0.649048,0.475014,0.6801,0.436549,0.435144,-0.282481,0.124218,0.995292,0.999918,-0.998748,3,0,1,2
60.9835,0.672227,0.645054,0.475712,0.679707,0.427298,0.412963,-0.431129,-0.272312,0.993788,0.999913,-0.999589,3,0,1,2
61.246,0.672131,0.637971,0.481648,0.673451,0.420684,0.434387,-0.911378,-0.410365,0.993858,0.999892,-0.999692,3,0,1,2
61.5795,0.672824,0.628521,0.472169,0.671596,0.405626,0.419287,-0.946037,-0.702495,0.99511,0.999837,-0.999588,3,0,1,2
61.8408,0.676345,0.61848,0.478453,0.66996,0.392082,0.411855,-0.971098,-0.855877,0.993061,0.999778,-0.999542,3,0,1,2
62.1045,0.680011,0.609506,0.462487,0.667646,0.382973,0.419315,-0.807326,-0.878079,0.998628,0.999818,-0.983293,3,0,1,2
62.4017,0.680998,0.595303,0.452927,0.666526,0.36846,0.442638,-0.980566,-0.815529,0.998767,0.999219,0.708559,3,0,1,2
62.6972,0.687806,0.580364,0.444151,0.66004,0.360857,0.457196,-0.994483,-0.41351,0.996955,0.991074,0.99724,3,0,1,2
62.996,0.68484,0.573411,0.434731,0.663647,0.353554,0.47231,-0.996938,-0.095421,0.996854,0.99037,0.986628,3,0,1,2
63.2968,0.68438,0.577946,0.435419,0.669518,0.354921,0.479414,-0.996353,0.196131,0.997002,0.986678,0.984114,3,0,1,2
63.5891,0.683254,0.586082,0.428939,0.673267,0.364441,0.479409,-0.992243,0.384706,0.998179,0.99258,0.981951,3,0,1,2
63.7875,0.679681,0.596321,0.422111,0.679686,0.367516,0.47964,-0.987203,0.498791,0.998606,0.994743,0.96902,3,0,1,2
64.1837,0.677383,0.612566,0.440644,0.682211,0.378008,0.479695,-0.976618,0.823265,0.998827,0.993685,0.989472,3,0,1,2
64.4436,0.677653,0.626996,0.427678,0.690268,0.390947,0.458299,-0.423908,0.920267,0.999686,0.999443,0.812019,3,0,1,2
64.747,0.672332,0.641429,0.444802,0.689932,0.40329,0.472613,-0.686184,0.969863,0.999595,0.999147,0.928609,3,0,1,2
65.047,0.671126,0.655336,0.455615,0.696453,0.423822,0.460001,0.703689,0.953058,0.999284,0.999761,-0.365381,3,0,1,2
65.339,0.668327,0.668999,0.450198,0.700016,0.442903,0.445668,0.921793,0.936123,0.999334,0.999892,-0.878948,3,0,1,2
65.6352,0.671863,0.678596,0.462105,0.70213,0.450652,0.431842,0.825368,0.85825,0.997426,0.999918,-0.991277,3,0,1,2
65.9325,0.671769,0.68152,0.49301,0.701199,0.458376,0.42466,0.593964,-0.0629406,0.98809,0.999884,-0.999799,3,0,1,2
66.2292,0.676985,0.680834,0.49527,0.699911,0.457889,0.416496,0.486513,0.3667,0.994522,0.999857,-0.999413,3,0,1,2
66.5311,0.679807,0.674587,0.494487,0.6989,0.452813,0.408659,0.474373,0.464262,0.99652,0.999867,-0.998886,3,0,1,2
66.7894,0.680502,0.670827,0.501052,0.696486,0.441889,0.407384,-0.00928916,0.132387,0.99535,0.999878,-0.999497,3,0,1,2
67.088,0.681191,0.667094,0.50757,0.697907,0.434677,0.399873,-0.319093,-0.256802,0.992978,0.999894,-0.999786,3,0,1,2
67.3856,0.683312,0.664589,0.500291,0.693609,0.427824,0.391258,-0.245914,-0.236495,0.993991,0.9999,-0.999737,3,0,1,2
67.6838,0.685338,0.655035,0.498582,0.693415,0.413072,0.382757,-0.398707,-0.65083,0.992314,0.99991,-0.999836,3,0,1,2
67.9802,0.686926,0.649141,0.489773,0.688416,0.392778,0.390052,-0.677955,-0.81314,0.992606,0.999913,-0.999742,3,0,1,2
68.2801,0.687107,0.637136,0.486847,0.683017,0.377334,0.397709,-0.941128,-0.886467,0.991546,0.99987,-0.999527,3,0,1,2
68.5734,0.693244,0.626392,0.471013,0.682532,0.357925,0.405847,-0.464265,-0.950919,0.998069,0.999931,-0.980244,3,0,1,2
68.8695,0.69153,0.611772,0.467105,0.682853,0.342413,0.414613,-0.82322,-0.982666,0.998441,0.99992,-0.85277,3,0,1,2
69.1333,0.698166,0.597067,0.458726,0.678312,0.335288,0.452784,-0.994604,-0.942927,0.996287,0.999306,0.892515,3,0,1,2
69.4304,0.699961,0.585325,0.441948,0.681105,0.322312,0.446183,-0.995492,-0.96509,0.995294,0.999629,0.698576,3,0,1,2
69.7311,0.701893,0.57433,0.43307,0.68601,0.324643,0.482476,-0.998381,-0.454262,0.99239,0.996485,0.788927,3,0,1,2
70.031,0.699835,0.570837,0.42406,0.69018,0.321149,0.496804,-0.998317,-0.492555,0.994778,0.994332,0.903554,3,0,1,2
70.3226,0.698863,0.572836,0.431412,0.693013,0.325012,0.517649,-0.994195,0.0873448,0.998708,0.959631,0.995525,3,0,1,2
70.6195,0.698966,0.578983,0.416719,0.695179,0.329322,0.524199,-0.989548,0.591953,0.999077,0.951958,0.997958,3,0,1,2
70.9166,0.69424,0.591199,0.418198,0.695047,0.335483,0.530526,-0.94617,0.917032,0.999307,0.88846,0.999325,3,0,1,2
71.2091,0.69118,0.610414,0.420978,0.697565,0.345663,0.530296,-0.889778,0.970776,0.998932,0.790516,0.999211,3,0,1,2
71.5136,0.689611,0.631238,0.418043,0.698647,0.353216,0.516475,-0.94087,0.98492,0.998677,0.970787,0.995445,3,0,1,2
71.7738,0.688745,0.647591,0.413547,0.700255,0.360149,0.516981,-0.888365,0.990676,0.998482,0.99239,0.967464,3,0,1,2
72.0703,0.68512,0.664275,0.432805,0.704249,0.373659,0.502315,-0.643601,0.984309,0.998213,0.997577,0.853244,3,0,1,2
72.3683,0.684195,0.678578,0.451664,0.706243,0.386781,0.495736,-0.612779,0.979499,0.998889,0.997819,0.458364,3,0,1,2
72.6659,0.680659,0.694506,0.470881,0.709305,0.399099,0.489911,-0.947939,0.680056,0.997604,0.99561,-0.99834,3,0,1,2
72.9646,0.681767,0.698956,0.496252,0.714381,0.410608,0.468763,-0.970705,-0.11244,0.817502,0.998862,-0.99998,3,0,1,2
73.2967,0.681703,0.703577,0.504693,0.713857,0.411872,0.45423,-0.943907,-0.361327,0.799574,0.999576,-0.999963,3,0,1,2
73.5902,0.681633,0.696527,0.509979,0.712306,0.406432,0.461144,-0.967711,-0.355286,0.738176,0.999466,-0.999971,3,0,1,2
73.8534,0.684265,0.689933,0.501392,0.706751,0.39596,0.467513,-0.983783,-0.0880224,0.905582,0.99944,-0.999954,3,0,1,2
74.1174,0.687154,0.68327,0.492337,0.706998,0.389762,0.460264,-0.930856,-0.0633279,0.986907,0.999774,-0.999919,3,0,1,2
74.4152,0.687764,0.679956,0.507021,0.701064,0.383854,0.466906,-0.987884,-0.112239,0.950316,0.999692,-0.999906,3,0,1,2
74.7188,0.692857,0.678322,0.493398,0.70026,0.380294,0.466568,-0.983873,0.319498,0.993483,0.999689,-0.999451,3,0,1,2
75.0142,0.694154,0.670811,0.506456,0.698573,0.373268,0.466537,-0.993777,-0.17715,0.977195,0.999769,-0.999796,3,0,1,2
75.3055,0.69646,0.668848,0.506792,0.694672,0.369976,0.473481,-0.998665,0.0891956,0.966617,0.999405,-0.99907,3,0,1,2
75.6007,0.698007,0.663622,0.506015,0.690614,0.364935,0.473352,-0.998955,-0.0590232,0.971904,0.999342,-0.998426,3,0,1,2
75.8993,0.69955,0.658383,0.505302,0.690435,0.363147,0.466236,-0.995619,-0.401881,0.99145,0.999766,-0.999361,3,0,1,2
76.1953,0.701756,0.655838,0.497972,0.68793,0.36068,0.480242,-0.999419,0.163978,0.987608,0.997531,-0.962843,3,0,1,2
76.497,0.705774,0.647969,0.489351,0.683202,0.354043,0.487592,-0.997198,0.719295,0.996067,0.980198,0.998642,3,0,1,2
76.7564,0.706133,0.644301,0.496529,0.680542,0.34987,0.494504,-0.998623,0.684517,0.981041,0.90596,0.999861,3,0,1,2
77.0546,0.708015,0.647256,0.505605,0.682044,0.35497,0.487259,-0.999898,-0.0236371,0.859869,0.976432,0.91177,3,0,1,2
77.3533,0.705282,0.654076,0.514024,0.682805,0.364597,0.493659,-0.999915,-0.167724,0.223467,0.979455,0.883789,3,0,1,2
77.6471,0.700688,0.657976,0.513389,0.687433,0.371415,0.487354,-0.999886,-0.137744,0.468423,0.992518,-0.582361,3,0,1,2
77.9481,0.695961,0.661319,0.505145,0.688304,0.374844,0.487033,-0.999839,0.126399,0.844307,0.993494,-0.895869,3,0,1,2
78.3411,0.693264,0.660571,0.510791,0.689956,0.373878,0.47301,-0.998571,-0.228766,0.938848,0.99955,-0.999287,3,0,1,2
78.638,0.696834,0.657638,0.511013,0.690286,0.369405,0.473172,-0.998864,-0.286954,0.95053,0.999496,-0.998739,3,0,1,2
78.9014,0.696067,0.654363,0.509998,0.682276,0.367214,0.486317,-0.999892,-0.196169,0.303036,0.987533,-0.547579,3,0,1,2
79.1986,0.696436,0.649487,0.501303,0.689269,0.364086,0.465885,-0.994412,-0.4859,0.993036,0.999753,-0.99946,3,0,1,2
79.496,0.699367,0.643873,0.508134,0.686374,0.358019,0.465793,-0.994641,-0.670024,0.986117,0.999769,-0.999458,3,0,1,2
79.7978,0.701959,0.636293,0.492174,0.674702,0.354601,0.493603,-0.996587,0.747269,0.98846,0.868542,0.999886,3,0,1,2
80.0894,0.699838,0.626254,0.488944,0.677485,0.345973,0.515354,-0.445579,0.911778,0.989618,-0.0828069,0.999969,3,0,1,2
80.3874,0.701287,0.633645,0.498912,0.677573,0.350194,0.501516,-0.961982,0.778272,0.973821,0.494655,0.999964,3,0,1,2
80.6846,0.697974,0.644213,0.500706,0.679893,0.358768,0.49443,-0.999554,0.339667,0.90898,0.927558,0.997844,3,0,1,2
81.116,0.693763,0.656318,0.509673,0.686289,0.37234,0.486962,-0.999843,-0.145241,0.503066,0.992412,-0.860704,3,0,1,2
81.3432,0.690576,0.659822,0.516467,0.690614,0.383609,0.480241,-0.999326,-0.121876,0.767659,0.998881,-0.996854,3,0,1,2
81.6414,0.691188,0.662526,0.509974,0.697251,0.383305,0.451746,-0.970291,-0.61759,0.983042,0.9999,-0.999883,3,0,1,2
81.9713,0.689646,0.655972,0.50792,0.696867,0.37704,0.459394,-0.985095,-0.663803,0.975261,0.999853,-0.999885,3,0,1,2
82.2325,0.691894,0.646446,0.505683,0.690465,0.371163,0.480246,-0.99926,-0.331624,0.908671,0.998529,-0.995055,3,0,1,2
82.5323,0.693137,0.63987,0.489842,0.692913,0.363082,0.474205,-0.996316,-0.232397,0.99193,0.999481,-0.998048,3,0,1,2
82.8301,0.695826,0.632867,0.481467,0.684445,0.361105,0.501522,-0.96853,0.831755,0.993112,0.542802,0.999614,3,0,1,2
83.1294,0.694603,0.626848,0.48685,0.684556,0.354922,0.494892,-0.992657,0.619108,0.983356,0.828972,0.99912,3,0,1,2
83.3207,0.695171,0.630207,0.488306,0.684242,0.359333,0.494647,0.820956,0.13922,0.71751,0.898358,1,3,0,1,3
83.6227,0.694552,0.639541,0.497381,0.688952,0.365969,0.487378,0.77935,0.115556,0.84827,0.916484,1,3,0,1,3
83.8858,0.690313,0.646171,0.490545,0.689446,0.373919,0.487426,0.773809,0.112435,0.888993,0.909964,1,3,0,1,3
84.1859,0.687318,0.651858,0.483556,0.694261,0.382451,0.48797,0.773599,0.0988194,0.927978,0.900509,1,3,0,1,3
84.4802,0.683015,0.657004,0.498247,0.694793,0.390325,0.4876,0.738492,0.0541525,0.946724,0.92395,1,3,0,1,3
84.7797,0.680001,0.662704,0.491313,0.704978,0.39677,0.481606,0.717705,0.0131099,0.974699,0.922462,1,3,0,1,3
85.0728,0.675558,0.667199,0.498296,0.702281,0.403182,0.481386,0.691237,-0.00487431,0.979154,0.932684,1,3,0,1,3
85.3705,0.672425,0.670688,0.505114,0.705128,0.409151,0.481544,0.68344,-0.0222796,0.984314,0.941209,1,3,0,1,3
85.6711,0.670424,0.675415,0.498685,0.707876,0.415207,0.482357,0.699521,-0.032616,0.986763,0.931021,1,3,0,1,3
85.9642,0.667054,0.678389,0.497861,0.709483,0.422193,0.482836,0.710644,-0.0440165,0.988947,0.92815,1,3,0,1,3
86.2283,0.663722,0.681802,0.505265,0.709112,0.42666,0.482982,0.704373,-0.0465284,0.990686,0.936574,1,3,0,1,3
86.5251,0.660364,0.684769,0.504434,0.710792,0.435162,0.490736,0.739783,-0.0506403,0.990685,0.927885,1,3,0,1,3
86.8228,0.655725,0.688705,0.503714,0.710414,0.439611,0.490943,0.746468,-0.0507052,0.991601,0.924868,1,3,0,1,3
87.1191,0.652357,0.691676,0.502919,0.713847,0.447604,0.484978,0.755053,-0.040636,0.993737,0.925438,1,3,0,1,3
87.4154,0.648061,0.696021,0.509794,0.71132,0.455383,0.491654,0.769546,-0.0279557,0.993934,0.92622,1,3,0,1,3
87.7125,0.647247,0.699856,0.503262,0.709713,0.460839,0.492069,0.776367,-0.00868603,0.994078,0.913043,1,3,0,1,3
88.0139,0.640452,0.703281,0.515867,0.710683,0.469468,0.478799,0.787159,0.109036,0.996668,0.930371,1,3,0,1,3
88.3038,0.638952,0.708466,0.516618,0.709785,0.477062,0.472171,0.792306,0.282461,0.997702,0.924906,1,3,0,1,3
88.5691,0.6356,0.708873,0.529796,0.710653,0.483272,0.487663,0.832363,0.165041,0.996909,0.929752,1,3,0,1,3
88.8685,0.631023,0.712761,0.529042,0.713514,0.494588,0.47526,0.836588,0.36879,0.998178,0.927647,1,3,0,1,3
89.197,0.626885,0.716955,0.535724,0.711647,0.505739,0.48315,0.854662,0.40803,0.997985,0.915042,1,3,0,1,3
89.4636,0.621967,0.717943,0.541238,0.711285,0.515739,0.470357,0.858352,0.556148,0.998914,0.938961,1,3,0,1,3
89.7648,0.619006,0.718297,0.553842,0.708785,0.528985,0.464046,0.891765,0.623262,0.999463,0.968178,0.999999,3,0,1,3
90.0559,0.611917,0.721186,0.558806,0.711102,0.545238,0.452517,0.915364,0.750075,0.999762,0.987101,0.999997,3,0,1,3
90.354,0.606095,0.723112,0.563845,0.707883,0.557289,0.461303,0.934358,0.700576,0.99966,0.984378,0.999997,3,0,1,3
90.6516,0.599023,0.723137,0.574585,0.707202,0.573184,0.456399,0.948592,0.69081,0.999721,0.992008,0.99998,3,0,1,3
90.9137,0.590862,0.722605,0.571116,0.705547,0.586606,0.4596,0.957672,0.685734,0.999714,0.991616,0.999972,3,0,1,3
91.2086,0.581681,0.724505,0.581413,0.703506,0.596506,0.46074,0.970892,0.669348,0.999658,0.991073,0.999918,3,0,1,3
91.5081,0.572312,0.722072,0.583771,0.700967,0.610813,0.46291,0.979258,0.55227,0.999599,0.99057,0.999846,3,0,1,3
91.8049,0.564823,0.721791,0.587445,0.700666,0.62231,0.457759,0.98602,0.659938,0.999756,0.991497,0.999553,3,0,1,3
92.1023,0.556358,0.723933,0.578801,0.698362,0.632152,0.459915,0.990547,0.736315,0.999795,0.989864,0.999153,3,0,1,3
92.3991,0.552397,0.719451,0.576959,0.695214,0.64297,0.461002,0.99446,0.488178,0.999774,0.992375,0.998139,3,0,1,3
92.6987,0.53689,0.721556,0.570996,0.694104,0.652344,0.471643,0.99665,0.275714,0.999343,0.986991,0.997108,3,0,1,3
93.0301,0.530597,0.716009,0.575129,0.690186,0.659705,0.471875,0.998461,-0.0090415,0.999211,0.992719,0.978049,3,0,1,3
93.3566,0.521262,0.717806,0.577856,0.687113,0.663827,0.486675,0.997836,-0.419495,0.996871,0.986758,0.992171,3,0,1,3
93.6531,0.517445,0.710504,0.581961,0.686002,0.665358,0.494519,0.996402,-0.626246,0.99191,0.984733,0.997495,3,0,1,3
93.9507,0.508091,0.715311,0.559982,0.685146,0.668582,0.480132,0.998578,-0.502942,0.999211,0.990843,0.643332,3,0,1,3
94.2455,0.50069,0.710495,0.582997,0.680749,0.667713,0.470488,0.998643,-0.398842,0.999227,0.991586,-0.19693,3,0,1,3
94.5472,0.491386,0.708123,0.567154,0.679481,0.668192,0.462098,0.998987,-0.094036,0.999439,0.991766,-0.632169,3,0,1,3
94.8414,0.488302,0.708437,0.553109,0.677016,0.663019,0.467634,0.998961,-0.0146776,0.999408,0.990162,-0.183104,3,0,1,3
95.1394,0.486947,0.712291,0.546607,0.677291,0.658073,0.458701,0.999185,0.798969,0.9996,0.990314,0.223826,3,0,1,3
95.3371,0.486851,0.713913,0.533446,0.679173,0.660442,0.460096,0.999164,0.891789,0.999709,0.989968,0.468504,3,0,1,3
95.7333,0.489786,0.718171,0.528139,0.680389,0.664929,0.476762,0.99882,0.528822,0.999635,0.981865,0.983828,3,0,1,3
95.9969,0.490744,0.720157,0.521903,0.681149,0.668781,0.48611,0.995524,0.676263,0.999527,0.918548,0.999772,3,0,1,3
96.2978,0.486417,0.719821,0.520538,0.68001,0.675087,0.502171,0.970078,0.839008,0.997303,0.385327,0.999995,3,0,1,3
96.5898,0.481013,0.719177,0.511984,0.675596,0.679502,0.509113,0.93221,0.955871,0.995119,-0.260246,0.999997,3,0,1,3
96.7885,0.477914,0.717905,0.510802,0.673519,0.681929,0.516352,0.85731,0.968998,0.992484,-0.450178,0.999995,3,0,1,3
97.0851,0.471173,0.718176,0.502082,0.668869,0.683521,0.52915,0.135887,0.989409,0.966219,-0.747171,0.999974,3,0,1,3
97.3839,0.463653,0.716538,0.499666,0.663269,0.688374,0.528105,0.296817,0.995413,0.953627,-0.804482,0.999925,3,0,1,3
97.6825,0.452377,0.716432,0.489686,0.657913,0.689041,0.526293,0.291561,0.998035,0.917502,-0.863092,0.999767,3,0,1,3
97.9802,0.440181,0.714253,0.4864,0.650127,0.691246,0.516276,0.60751,0.998148,0.912766,-0.844444,0.999554,3,0,1,3
98.2406,0.429987,0.713163,0.476703,0.645025,0.697194,0.494138,0.987285,0.995132,0.99646,-0.371867,0.991448,3,0,1,3
98.4383,0.4203,0.710342,0.48115,0.635933,0.698001,0.497814,0.967117,0.993889,0.994434,-0.457173,0.996396,3,0,1,3
98.7359,0.412058,0.711615,0.47221,0.628493,0.703573,0.488971,0.998373,0.996716,0.997165,-0.00665336,0.799955,3,0,1,3
99.0321,0.40455,0.705289,0.470428,0.618616,0.711205,0.479629,0.999657,0.997443,0.996395,0.363551,-0.805704,3,0,1,3
99.3307,0.398907,0.705983,0.469017,0.612599,0.716181,0.478838,0.999685,0.997474,0.995795,0.357865,-0.901349,3,0,1,3
99.6317,0.40455,0.705289,0.470428,0.61581,0.717493,0.480231,0.999693,0.997026,0.99645,0.444569,-0.91447,3,0,1,3
99.9229,0.412398,0.707188,0.472142,0.617242,0.713855,0.494689,0.996713,0.995237,0.994569,0.0299067,0.943486,3,0,1,3
100.221,0.420768,0.709678,0.46008,0.622514,0.717415,0.497437,0.996211,0.995693,0.989884,-0.0961119,0.981365,3,0,1,3
100.518,0.416757,0.709899,0.444923,0.621115,0.711187,0.50314,0.984354,0.997244,0.964184,-0.571868,0.997772,3,0,1,3
100.781,0.409391,0.704974,0.450231,0.617504,0.718434,0.503107,0.985178,0.99524,0.96781,-0.399055,0.997773,3,0,1,3
101.081,0.399002,0.705081,0.448068,0.60799,0.71457,0.498765,0.989022,0.996558,0.954468,-0.544089,0.998661,3,0,1,3
101.376,0.385325,0.703837,0.44503,0.600622,0.72028,0.48951,0.998692,0.998419,0.863434,-0.597634,0.994695,3,0,1,3
101.674,0.372796,0.701433,0.442645,0.588406,0.722683,0.4855,0.998771,0.999099,0.114747,-0.783122,0.99645,3,0,1,3
101.972,0.361026,0.696016,0.447578,0.578494,0.723069,0.482019,0.998502,0.998977,-0.257693,-0.846114,0.98018,3,0,1,3
102.266,0.350598,0.69553,0.459787,0.563255,0.727285,0.469537,0.999485,0.998116,0.761004,-0.383872,-0.991424,3,0,1,3
102.564,0.337003,0.694197,0.457411,0.550604,0.734113,0.466093,0.999659,0.997947,-0.429471,-0.592413,-0.996946,3,0,1,3
102.864,0.336991,0.693461,0.471629,0.550997,0.729777,0.465319,0.999737,0.995672,0.67737,-0.164441,-0.999545,3,0,1,3
103.124,0.336629,0.697936,0.471327,0.547879,0.730116,0.450101,0.999841,0.997154,0.409542,-0.234164,-0.99938,3,0,1,3
103.456,0.340347,0.700786,0.478766,0.553032,0.729303,0.443393,0.999868,0.997234,0.824987,-0.0415458,-0.999478,3,0,1,3
103.753,0.344544,0.70649,0.465231,0.559955,0.724495,0.452358,0.999797,0.998314,0.813648,-0.459394,-0.995959,3,0,1,3
104.012,0.349868,0.709655,0.480036,0.566011,0.725523,0.439753,0.99987,0.997911,0.965946,-0.0454762,-0.998988,3,0,1,3
104.314,0.353199,0.711195,0.480468,0.568265,0.720349,0.447322,0.999831,0.997641,0.990865,-0.107513,-0.998801,3,0,1,3
104.615,0.357022,0.714813,0.47411,0.577718,0.719665,0.44284,0.99983,0.997809,0.986387,-0.157289,-0.998294,3,0,1,3
105.006,0.363596,0.717649,0.475452,0.582778,0.712736,0.459191,0.999694,0.997136,0.996975,-0.179574,-0.997376,3,0,1,3
105.301,0.368622,0.720164,0.469563,0.590811,0.714199,0.423104,0.999857,0.998456,0.974801,0.0665457,-0.997911,3,0,1,3
105.566,0.373131,0.720566,0.470561,0.598381,0.715806,0.426557,0.999832,0.998208,0.983502,0.149431,-0.998548,3,0,1,3
105.864,0.378578,0.724484,0.471696,0.60879,0.710912,0.429639,0.999797,0.998357,0.985032,0.196277,-0.998029,3,0,1,3
106.199,0.388716,0.72416,0.474203,0.616947,0.708146,0.431908,0.999763,0.998464,0.984093,0.340541,-0.997902,3,0,1,3
106.457,0.396903,0.726767,0.462181,0.625722,0.703958,0.426415,0.999822,0.999389,0.871198,0.547676,-0.845439,3,0,1,3
106.755,0.408517,0.725677,0.464727,0.636733,0.705128,0.415454,0.99983,0.999327,0.765977,0.878428,-0.942783,3,0,1,3
107.053,0.418985,0.730683,0.453384,0.646112,0.706101,0.427207,0.999873,0.999575,0.811264,0.896941,0.628959,3,0,1,3
107.348,0.435796,0.731865,0.450797,0.65592,0.705632,0.43139,0.999855,0.999248,0.954436,0.972101,0.607761,3,0,1,3
107.647,0.44359,0.732317,0.44574,0.661425,0.709945,0.451248,0.999896,0.999213,0.945944,0.943949,0.117829,3,0,1,3
107.915,0.448975,0.734818,0.440174,0.663641,0.71748,0.478152,0.999899,0.99905,0.957382,0.625393,0.0316894,3,0,1,3
108.205,0.454479,0.736132,0.426905,0.665517,0.724505,0.496847,0.999816,0.998765,0.973423,0.361612,0.422362,3,0,1,3
108.504,0.458734,0.738431,0.413303,0.66401,0.727248,0.519748,0.999429,0.998734,0.968778,0.0178244,0.8887,3,0,1,3
108.801,0.45899,0.735126,0.420782,0.661463,0.726306,0.525385,0.998859,0.998774,0.970294,-0.101984,0.96034,3,0,1,3
109.132,0.447195,0.735154,0.409932,0.655392,0.728278,0.530597,0.997573,0.998968,0.93089,-0.454981,0.992754,3,0,1,3
109.398,0.434615,0.734338,0.413825,0.649154,0.725614,0.519374,0.996838,0.998988,0.90311,-0.732451,0.990717,3,0,1,3
109.692,0.414654,0.73263,0.400653,0.643459,0.727839,0.532189,0.994858,0.999436,0.422158,-0.912148,0.997671,3,0,1,3
109.989,0.392764,0.730999,0.402517,0.635873,0.728814,0.507002,0.9989,0.999432,0.0942839,-0.928696,0.977926,3,0,1,3
110.353,0.366568,0.730126,0.411388,0.624269,0.734277,0.496123,0.999451,0.999684,-0.352503,-0.952011,0.964813,3,0,1,3
110.649,0.344899,0.729162,0.39926,0.61347,0.735787,0.491846,0.999652,0.999692,-0.658227,-0.989196,0.904421,3,0,1,3
110.948,0.325833,0.724241,0.41792,0.602341,0.74016,0.473075,0.999821,0.999742,-0.802072,-0.993467,0.820985,3,0,1,3
111.248,0.311727,0.726518,0.429852,0.587014,0.744513,0.460382,0.999845,0.999716,-0.893997,-0.995118,0.530111,3,0,1,3
111.54,0.297004,0.725367,0.441501,0.572963,0.751123,0.440672,0.999884,0.999448,-0.730618,-0.985234,-0.813456,3,0,1,3
111.839,0.284511,0.726379,0.45389,0.556885,0.753649,0.442362,0.999859,0.9992,-0.507804,-0.978345,-0.944748,3,0,1,3
112.134,0.279379,0.729804,0.480145,0.547776,0.753068,0.438939,0.999677,0.998513,0.751605,-0.818096,-0.998275,3,0,1,3
112.432,0.280605,0.73351,0.513861,0.542673,0.752749,0.428817,0.999826,0.997484,0.982717,-0.654228,-0.998175,3,0,1,3
112.695,0.280251,0.737872,0.513525,0.540486,0.753605,0.420494,0.999822,0.998393,0.974299,-0.81913,-0.994435,3,0,1,3
112.992,0.285731,0.73857,0.534017,0.54209,0.751372,0.412774,0.999856,0.998358,0.980701,-0.714794,-0.995242,3,0,1,3
113.29,0.291428,0.735001,0.554349,0.54209,0.751372,0.412774,0.999892,0.99743,0.98605,-0.431143,-0.998392,3,0,1,3
113.587,0.292962,0.733166,0.567231,0.544681,0.746094,0.420363,0.999903,0.99589,0.994007,-0.352377,-0.99828,3,0,1,3
113.883,0.296995,0.731519,0.57422,0.548666,0.744923,0.405998,0.999908,0.996307,0.98736,-0.238612,-0.999208,3,0,1,3
114.183,0.300392,0.728529,0.575216,0.55736,0.740805,0.400463,0.999914,0.995559,0.983343,-0.0760818,-0.99949,3,0,1,3
114.482,0.306381,0.72301,0.58874,0.566263,0.738106,0.411461,0.99992,0.986877,0.993336,0.213562,-0.999722,3,0,1,3
114.773,0.309823,0.720331,0.589199,0.579709,0.737481,0.400403,0.999928,0.978934,0.986441,0.528791,-0.999813,3,0,1,3
115.072,0.309659,0.715023,0.5831,0.595955,0.739393,0.399246,0.999918,0.952174,0.970453,0.742772,-0.999847,3,0,1,3
115.335,0.306892,0.715773,0.576292,0.608981,0.732279,0.402916,0.999916,0.946777,0.967778,0.761746,-0.999815,3,0,1,3
115.636,0.310701,0.708833,0.577165,0.627364,0.734961,0.386821,0.999874,0.880449,0.895949,0.947667,-0.999779,3,0,1,3
115.932,0.311616,0.708571,0.564928,0.643597,0.733808,0.402019,0.999839,0.746364,0.796977,0.967218,-0.999751,3,0,1,3
116.232,0.311333,0.709146,0.552416,0.658803,0.734124,0.433986,0.999475,0.00402884,0.643623,0.965315,-0.999644,3,0,1,3
