t,bead0x,bead0y,bead0z,bead1x,bead1y,bead1z,omega0,omega1,omega2,omega3,omega4,policy,input0,input1,rot
176.09,0.303114,0.358019,0.485621,0.278486,0.61398,0.496324,0.435099,0.977977,-0.998731,-0.977775,-0.997174,3,0,1,0
176.387,0.30143,0.363248,0.483921,0.279159,0.625696,0.480308,0.445405,0.992398,-0.999661,-0.985028,-0.999417,3,0,1,0
176.686,0.297127,0.370597,0.480903,0.282369,0.631545,0.493164,0.207432,0.988846,-0.998392,-0.992084,-0.4855,3,0,1,0
176.984,0.292994,0.377807,0.478768,0.283944,0.638513,0.49216,0.0997075,0.994291,-0.998426,-0.993817,0.520865,3,0,1,0
177.283,0.292268,0.380378,0.46317,0.285963,0.64128,0.4914,-0.484112,0.988064,-0.997547,-0.996128,0.969075,3,0,1,0
177.575,0.290746,0.380601,0.470392,0.282929,0.641511,0.484528,0.035752,0.990242,-0.999582,-0.997348,0.0509526,3,0,1,0
177.873,0.294901,0.373354,0.472531,0.282553,0.63338,0.48609,0.0239935,0.991014,-0.999381,-0.996262,-0.0696599,3,0,1,0
178.17,0.295685,0.369769,0.466462,0.28517,0.633228,0.479501,-0.364497,0.962178,-0.999599,-0.997986,0.324687,3,0,1,0
178.433,0.296785,0.36792,0.475114,0.282976,0.628888,0.486878,0.0348607,0.990592,-0.999212,-0.995392,-0.48301,3,0,1,0
178.733,0.296042,0.364616,0.476368,0.28238,0.627064,0.480637,0.141103,0.990739,-0.999571,-0.994926,-0.979425,3,0,1,0
179.027,0.296042,0.364616,0.476368,0.280982,0.626385,0.487156,0.101569,0.989143,-0.999235,-0.994751,-0.84377,3,0,1,0
179.358,0.29434,0.369876,0.474657,0.284974,0.631389,0.486619,-0.0809612,0.992396,-0.99918,-0.996195,0.0508207,3,0,1,0
179.622,0.292255,0.374502,0.479998,0.286975,0.633889,0.48638,0.164279,0.995536,-0.999296,-0.995473,-0.765429,3,0,1,0
179.917,0.292442,0.374337,0.480925,0.290986,0.638886,0.485959,0.0683102,0.995826,-0.999189,-0.996023,-0.362101,3,0,1,0
180.216,0.291674,0.377873,0.486881,0.289781,0.640022,0.485384,0.368201,0.996136,-0.999429,-0.993381,-0.974826,3,0,1,0
180.485,0.28943,0.380656,0.47857,0.291791,0.642519,0.485198,0.00983107,0.995838,-0.999305,-0.996894,0.226997,3,0,1,0
180.776,0.28755,0.387149,0.467218,0.289947,0.645979,0.491587,-0.400839,0.993896,-0.997293,-0.995858,0.965273,3,0,1,0
181.073,0.285841,0.384532,0.469457,0.291382,0.647008,0.484502,-0.305277,0.98987,-0.999381,-0.997903,0.82547,3,0,1,0
181.371,0.28888,0.379182,0.463005,0.287565,0.643893,0.477748,-0.42546,0.951974,-0.999709,-0.998737,0.680421,3,0,1,0
181.667,0.291916,0.372808,0.465383,0.287179,0.635736,0.479271,-0.450107,0.961628,-0.999607,-0.998349,0.666468,3,0,1,0
181.967,0.294945,0.366451,0.467771,0.285001,0.627175,0.473331,-0.235565,0.942368,-0.999736,-0.998134,-0.67814,3,0,1,0
182.294,0.297747,0.35937,0.478154,0.2802,0.618472,0.474802,0.192455,0.994105,-0.99965,-0.992467,-0.998991,3,0,1,0
182.559,0.297747,0.35937,0.478154,0.279599,0.616599,0.468499,0.206373,0.993137,-0.999715,-0.99354,-0.999411,3,0,1,0
182.922,0.295616,0.363094,0.492154,0.282805,0.62284,0.480811,0.324516,0.9971,-0.999641,-0.984627,-0.999364,3,0,1,0
183.216,0.291735,0.364168,0.477411,0.283163,0.630718,0.47975,0.0768844,0.990121,-0.999597,-0.995923,-0.972715,3,0,1,0
183.518,0.289264,0.372985,0.481658,0.285366,0.63508,0.472333,0.282361,0.990531,-0.999716,-0.995716,-0.996809,3,0,1,0
183.817,0.286827,0.375928,0.472464,0.288794,0.643028,0.47775,-0.152587,0.972955,-0.999727,-0.998468,0.0486937,3,0,1,0
184.109,0.285672,0.383674,0.477382,0.289173,0.650904,0.476878,0.226133,0.976853,-0.99978,-0.998412,-0.561522,3,0,1,0
184.44,0.282653,0.383173,0.470221,0.293398,0.649502,0.484356,-0.41623,0.984814,-0.999362,-0.998236,0.910478,3,0,1,0
184.7,0.283217,0.386683,0.468174,0.292634,0.654178,0.470222,0.0073027,0.921357,-0.999863,-0.999247,0.526694,3,0,1,0
184.998,0.283809,0.381255,0.478818,0.29183,0.650808,0.470279,0.300046,0.932016,-0.999805,-0.998774,-0.685875,3,0,1,0
185.267,0.28642,0.380137,0.471357,0.289584,0.646398,0.477572,-0.130454,0.971721,-0.999751,-0.99861,0.22749,3,0,1,0
185.561,0.28642,0.380137,0.471357,0.288361,0.647255,0.477626,-0.0929011,0.970359,-0.999764,-0.99859,0.0992025,3,0,1,0
185.858,0.288114,0.381718,0.477846,0.287151,0.648401,0.477035,0.307358,0.982469,-0.999763,-0.99786,-0.853687,3,0,1,0
186.156,0.288114,0.381718,0.477846,0.286744,0.644627,0.49119,-0.0208367,0.99591,-0.998549,-0.995329,0.789064,3,0,1,0
186.55,0.28642,0.380137,0.471357,0.287741,0.649857,0.484021,-0.203166,0.986391,-0.999552,-0.998035,0.653717,3,0,1,0
186.851,0.28738,0.37841,0.479085,0.28391,0.646752,0.477258,0.343751,0.983137,-0.999754,-0.997301,-0.952626,3,0,1,0
187.15,0.289274,0.373966,0.472922,0.284136,0.640372,0.485098,-0.125655,0.989468,-0.999484,-0.997348,0.308603,3,0,1,0
187.443,0.289264,0.372985,0.481658,0.284937,0.64401,0.484323,0.268142,0.992892,-0.999561,-0.996024,-0.889703,3,0,1,0
187.705,0.289448,0.373793,0.473737,0.285942,0.641003,0.491949,-0.310727,0.993674,-0.997732,-0.995193,0.945133,3,0,1,0
188.004,0.287001,0.375752,0.473274,0.288152,0.645367,0.484717,-0.252951,0.989586,-0.99944,-0.99771,0.678823,3,0,1,0
188.3,0.288134,0.374858,0.473069,0.288584,0.641155,0.484862,-0.270049,0.991204,-0.999363,-0.997516,0.677939,3,0,1,0
188.601,0.291526,0.371207,0.481313,0.284149,0.636226,0.471749,0.322523,0.988022,-0.999737,-0.995349,-0.997589,3,0,1,0
188.894,0.297471,0.365477,0.490671,0.28419,0.628032,0.486848,0.417665,0.995058,-0.999618,-0.982085,-0.999047,3,0,1,0
189.191,0.295049,0.367417,0.490226,0.28517,0.633228,0.479501,0.372112,0.995612,-0.999644,-0.987589,-0.999216,3,0,1,0
189.489,0.29522,0.375038,0.487078,0.284748,0.637736,0.478736,0.487766,0.993492,-0.999677,-0.990045,-0.998732,3,0,1,0
189.785,0.290554,0.379762,0.478308,0.288152,0.645367,0.484717,0.158433,0.994551,-0.999486,-0.99675,-0.247375,3,0,1,0
190.084,0.286011,0.385395,0.461475,0.289756,0.652351,0.483879,-0.50783,0.974177,-0.999256,-0.998393,0.909886,3,0,1,0
190.35,0.285262,0.388937,0.467575,0.294542,0.65267,0.497568,-0.673124,0.99201,-0.98169,-0.995958,0.995166,3,0,1,0
190.642,0.285841,0.384532,0.469457,0.291977,0.648744,0.490859,-0.457765,0.993771,-0.997352,-0.996225,0.969879,3,0,1,0
190.941,0.28887,0.378174,0.471823,0.289406,0.640112,0.471912,0.0547361,0.956845,-0.999799,-0.998513,-0.645041,3,0,1,0
191.237,0.294692,0.372549,0.480451,0.2876,0.63123,0.480033,0.267648,0.994909,-0.999575,-0.994641,-0.987003,3,0,1,0
191.535,0.294134,0.369087,0.48257,0.287395,0.6294,0.487146,0.191347,0.995681,-0.999209,-0.993561,-0.956086,3,0,1,0
191.834,0.293563,0.373442,0.48066,0.290194,0.635533,0.486116,0.0938026,0.995837,-0.999174,-0.995632,-0.587463,3,0,1,0
192.134,0.290746,0.380601,0.470392,0.293979,0.638671,0.492762,-0.503248,0.996259,-0.993159,-0.993911,0.98729,3,0,1,0
192.425,0.289984,0.384141,0.476431,0.296467,0.644897,0.478484,0.0337935,0.989587,-0.999649,-0.998222,0.134473,3,0,1,0
192.79,0.291882,0.379704,0.470178,0.292655,0.641764,0.471671,0.00765368,0.955085,-0.999798,-0.998675,-0.333004,3,0,1,0
193.085,0.293197,0.378637,0.470856,0.292072,0.639978,0.465257,0.235481,0.918662,-0.999839,-0.998531,-0.863757,3,0,1,0
193.383,0.293401,0.379473,0.462886,0.292427,0.63989,0.478816,-0.484873,0.971177,-0.999537,-0.998452,0.826021,3,0,1,0
193.687,0.292627,0.383033,0.468981,0.293015,0.641658,0.485199,-0.272983,0.994197,-0.999013,-0.996947,0.832767,3,0,1,0
193.976,0.293197,0.378637,0.470856,0.294857,0.63789,0.479346,-0.225656,0.988111,-0.999547,-0.99808,0.509992,3,0,1,0
194.275,0.296215,0.372292,0.473207,0.28903,0.632211,0.472822,0.105279,0.980481,-0.999743,-0.997402,-0.936023,3,0,1,0
194.571,0.297348,0.371393,0.472986,0.286219,0.626033,0.473906,0.136894,0.987808,-0.999709,-0.996599,-0.974299,3,0,1,0
194.867,0.298434,0.369542,0.481568,0.289453,0.627688,0.4736,0.284435,0.994666,-0.999669,-0.993517,-0.998236,3,0,1,0
195.133,0.297871,0.3739,0.479681,0.29061,0.631043,0.486865,0.121259,0.995874,-0.998998,-0.994645,-0.57831,3,0,1,0
195.428,0.293559,0.381289,0.476683,0.292427,0.63989,0.478816,0.174915,0.992943,-0.99963,-0.997368,-0.661361,3,0,1,0
195.722,0.292995,0.385675,0.474825,0.292015,0.644396,0.478107,0.209108,0.991023,-0.999696,-0.997721,-0.530523,3,0,1,0
196.023,0.289602,0.38941,0.466655,0.295819,0.647507,0.484886,-0.352726,0.991354,-0.998924,-0.997465,0.906023,3,0,1,0
196.319,0.290729,0.395372,0.471373,0.296642,0.651133,0.484218,-0.0624822,0.994791,-0.999139,-0.996976,0.772834,3,0,1,0
196.616,0.287154,0.392459,0.457354,0.297837,0.649999,0.484759,-0.601241,0.982196,-0.998253,-0.998134,0.971525,3,0,1,0
196.917,0.294878,0.388108,0.473446,0.293456,0.645138,0.47157,0.383348,0.976731,-0.999806,-0.998138,-0.833842,3,0,1,0
197.211,0.296218,0.380168,0.469223,0.289825,0.63559,0.472651,0.103118,0.975414,-0.999779,-0.998064,-0.761125,3,0,1,0
197.506,0.296,0.379332,0.47714,0.288609,0.636446,0.472756,0.379434,0.988442,-0.99975,-0.996428,-0.984658,3,0,1,0
197.871,0.293381,0.386372,0.467871,0.291791,0.642519,0.485198,-0.181075,0.994409,-0.999108,-0.996878,0.762056,3,0,1,0
198.004,0.289219,0.394737,0.45684,0.291605,0.648901,0.477416,-0.268373,0.974942,-0.999656,-0.998718,0.720323,3,0,1,0
198.505,0.288079,0.388725,0.452033,0.288776,0.642749,0.478335,-0.601051,0.960791,-0.999551,-0.998863,0.884522,3,0,1,0
198.893,0.290575,0.379783,0.447479,0.284577,0.631413,0.473207,-0.788268,0.874558,-0.999688,-0.999157,0.895675,3,0,1,0
199.291,0.29287,0.36904,0.460122,0.280813,0.615737,0.468415,-0.345548,0.841958,-0.999798,-0.998704,-0.520694,3,0,1,0
199.66,0.294033,0.360256,0.464032,0.277865,0.603348,0.463662,-0.178846,0.960053,-0.999777,-0.997611,-0.989529,3,0,1,0
199.955,0.296277,0.357552,0.472519,0.276017,0.60256,0.456686,0.0949604,0.985271,-0.999797,-0.995879,-0.999425,3,0,1,0
200.246,0.293971,0.361463,0.485788,0.278028,0.605109,0.456276,0.273412,0.994371,-0.999785,-0.994774,-0.999576,3,0,1,0
200.542,0.292274,0.366689,0.484044,0.279937,0.615848,0.440064,0.446955,0.981737,-0.99984,-0.99664,-0.999599,3,0,1,0
200.839,0.288323,0.37469,0.474002,0.282142,0.624899,0.445421,0.314853,0.968442,-0.99981,-0.99735,-0.998884,3,0,1,0
201.234,0.281919,0.386703,0.476256,0.282874,0.641239,0.442723,0.601985,0.905082,-0.999808,-0.998161,-0.997574,3,0,1,0
201.532,0.281339,0.391094,0.474368,0.286351,0.648998,0.448974,0.69953,0.810075,-0.99985,-0.998743,-0.974861,3,0,1,0
201.83,0.278466,0.405219,0.469,0.288977,0.657342,0.469064,0.498871,0.92591,-0.999898,-0.99925,0.0195866,3,0,1,0
202.191,0.271766,0.415693,0.457586,0.288783,0.668066,0.474261,0.558128,0.942905,-0.999883,-0.999194,0.403663,3,0,1,0
202.591,0.269872,0.421266,0.455151,0.286941,0.671449,0.480737,0.501271,0.962892,-0.999836,-0.998878,0.386037,3,0,1,0
202.983,0.269075,0.424032,0.440168,0.283587,0.67228,0.500048,-0.251155,0.983542,-0.999133,-0.998343,0.878615,3,0,1,0
203.28,0.272145,0.425641,0.438618,0.281534,0.669539,0.500598,-0.109467,0.979161,-0.999281,-0.998427,0.82869,3,0,1,0
203.579,0.271625,0.416137,0.42723,0.279933,0.662629,0.501347,-0.746668,0.930421,-0.998473,-0.998986,0.928463,3,0,1,0
